ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1452	"ENSG00000187634.11"	"SAMD11"	chr1	+	939274	939460	941143	941306	939039	939129	942135	942251
1453	"ENSG00000144040.12"	"SFXN5"	chr2	-	73041606	73041661	73042487	73042585	73040853	73040931	73058527	73058596
1454	"ENSG00000130731.15"	"C16orf13"	chr16	-	634888	634956	635280	635340	634718	634797	635611	635774
1455	"ENSG00000228486.10"	"AC017099.3"	chr2	+	97671193	97671306	97671330	97671499	97669792	97669834	97674455	97674557
1456	"ENSG00000228486.10"	"AC017099.3"	chr2	+	97671193	97671306	97671330	97671574	97669792	97669834	97674455	97674557
1457	"ENSG00000228486.10"	"AC017099.3"	chr2	+	97671193	97671306	97671330	97671499	97669792	97669834	97675844	97675928
1458	"ENSG00000228486.10"	"AC017099.3"	chr2	+	97671219	97671306	97671330	97671499	97669792	97669834	97674455	97674557
1459	"ENSG00000228486.10"	"AC017099.3"	chr2	+	97671219	97671306	97671330	97671574	97669792	97669834	97674455	97674557
1460	"ENSG00000228486.10"	"AC017099.3"	chr2	+	97674455	97674557	97675630	97675721	97671193	97671306	97675844	97675928
1461	"ENSG00000228486.10"	"AC017099.3"	chr2	+	97688894	97688993	97690255	97690327	97675844	97675928	97699025	97699136
1462	"ENSG00000135622.12"	"SEMA4F"	chr2	+	74657852	74657951	74662731	74662825	74657564	74657624	74673456	74673576
1463	"ENSG00000273136.6"	"NBPF26"	chr1	+	120824865	120824917	120829763	120829815	120823973	120824146	120830415	120830588
1464	"ENSG00000273136.6"	"NBPF26"	chr1	+	120832874	120832983	120834494	120834546	120831987	120832160	120840349	120840619
1465	"ENSG00000273136.6"	"NBPF26"	chr1	+	120834494	120834546	120836516	120836568	120833602	120833775	120837168	120837341
1466	"ENSG00000183597.15"	"TANGO2"	chr22	+	20053436	20053551	20055942	20056013	20052464	20052584	20063337	20063442
1467	"ENSG00000183597.15"	"TANGO2"	chr22	+	20053436	20053551	20061529	20061683	20052464	20052584	20063337	20063442
1468	"ENSG00000183597.15"	"TANGO2"	chr22	+	20055942	20056013	20061529	20061683	20052464	20052584	20063337	20063442
1469	"ENSG00000183597.15"	"TANGO2"	chr22	+	20055942	20056013	20063337	20063442	20053436	20053551	20064541	20065925
1470	"ENSG00000185250.15"	"PPIL6"	chr6	-	109403030	109403108	109404928	109405048	109400034	109400170	109419186	109419243
1471	"ENSG00000115525.17"	"ST3GAL5"	chr2	-	85852859	85853000	85858133	85858247	85847860	85848204	85861180	85861292
1472	"ENSG00000115525.17"	"ST3GAL5"	chr2	-	85852859	85853091	85858133	85858247	85847860	85848204	85861180	85861292
1473	"ENSG00000115525.17"	"ST3GAL5"	chr2	-	85852859	85853099	85858133	85858247	85847860	85848204	85861180	85861292
1474	"ENSG00000153563.15"	"CD8A"	chr2	-	86789322	86789433	86789639	86789750	86788529	86788560	86790327	86790681
1475	"ENSG00000049883.14"	"PTCD2"	chr5	+	72326611	72326741	72331257	72331375	72322171	72322264	72335017	72335096
1476	"ENSG00000049883.14"	"PTCD2"	chr5	+	72331257	72331375	72335017	72335096	72326611	72326741	72335793	72335885
1477	"ENSG00000111481.9"	"COPZ1"	chr12	+	54343224	54343316	54345459	54345515	54342205	54342287	54347766	54347844
1478	"ENSG00000166278.14"	"C2"	chr6	+	31933866	31933965	31935922	31936061	31933609	31933783	31937318	31937459
1479	"ENSG00000050748.17"	"MAPK9"	chr5	-	180247438	180247510	180247854	180247926	180242572	180242755	180248972	180249138
1480	"ENSG00000124155.17"	"PIGT"	chr20	+	45416516	45416694	45418851	45418979	45416140	45416343	45419294	45419395
1481	"ENSG00000124155.17"	"PIGT"	chr20	+	45416516	45416694	45418851	45418979	45416141	45416343	45419503	45419590
1482	"ENSG00000124155.17"	"PIGT"	chr20	+	45418851	45418979	45419294	45419395	45416516	45416654	45419503	45419590
1483	"ENSG00000124155.17"	"PIGT"	chr20	+	45418851	45418979	45419142	45419395	45416516	45416694	45419503	45419590
1484	"ENSG00000124155.17"	"PIGT"	chr20	+	45418851	45418979	45419277	45419395	45416516	45416694	45419503	45419590
1485	"ENSG00000124155.17"	"PIGT"	chr20	+	45418851	45418979	45419294	45419395	45416516	45416694	45419503	45419590
1486	"ENSG00000132122.11"	"SPATA6"	chr1	-	48413109	48413151	48451551	48451600	48411463	48411588	48452993	48453131
1487	"ENSG00000243716.10"	"NPIPB5"	chr16	+	22519137	22519269	22519328	22519414	22513763	22513921	22523819	22523948
1488	"ENSG00000090487.10"	"SPG21"	chr15	-	64974601	64974747	64976474	64976555	64970113	64970222	64980863	64981025
1489	"ENSG00000021574.12"	"SPAST"	chr2	+	32098795	32098891	32114637	32114825	32089521	32089605	32115701	32115835
1490	"ENSG00000114988.11"	"LMAN2L"	chr2	-	96713106	96713139	96733518	96733601	96711863	96712025	96734408	96734526
1491	"ENSG00000187010.19"	"RHD"	chr1	+	25306595	25306729	25316999	25317079	25303321	25303459	25328897	25329211
1492	"ENSG00000187010.19"	"RHD"	chr1	+	25307646	25307816	25316999	25317079	25306595	25306729	25328897	25329211
1493	"ENSG00000165699.14"	"TSC1"	chr9	-	132925586	132925739	132927200	132927304	132923347	132923492	132928766	132928952
1494	"ENSG00000124568.10"	"SLC17A1"	chr6	-	25812830	25812992	25813094	25813213	25811637	25811770	25819067	25819154
1495	"ENSG00000253438.3"	"PCAT1"	chr8	+	126878374	126878480	126926317	126926399	126877671	126877790	127006554	127006618
1496	"ENSG00000253438.3"	"PCAT1"	chr8	+	126878374	126878480	126938255	126938310	126877671	126877790	127006554	127006618
1497	"ENSG00000253438.3"	"PCAT1"	chr8	+	126926317	126926399	126938255	126938310	126877671	126877790	127006554	127006618
1498	"ENSG00000189058.8"	"APOD"	chr3	-	195582616	195582739	195583066	195583202	195579338	195579495	195583877	195583940
1499	"ENSG00000163138.18"	"PACRGL"	chr4	+	20707802	20707870	20709682	20709773	20704659	20704814	20712787	20712922
1500	"ENSG00000144642.21"	"RBMS3"	chr3	+	28898483	28898562	28975604	28975718	28865223	28865292	29182955	29183129
1501	"ENSG00000153094.22"	"BCL2L11"	chr2	+	111153779	111153904	111161418	111161550	111150043	111150147	111164132	111168445
1502	"ENSG00000149476.15"	"TKFC"	chr11	+	61335839	61335937	61336203	61336390	61334619	61334731	61337940	61338130
1503	"ENSG00000189223.14"	"PAX8-AS1"	chr2	+	113236512	113236622	113238089	113238212	113235529	113235570	113255389	113255549
1504	"ENSG00000090054.14"	"SPTLC1"	chr9	-	92070123	92070296	92076797	92077035	92067965	92068098	92080015	92080088
1505	"ENSG00000090054.14"	"SPTLC1"	chr9	-	92070123	92070296	92079433	92079566	92067965	92068098	92080015	92080088
1506	"ENSG00000090054.14"	"SPTLC1"	chr9	-	92076797	92077035	92079433	92079566	92067965	92068098	92080015	92080088
1507	"ENSG00000119688.20"	"ABCD4"	chr14	-	74293153	74293248	74295147	74295198	74292747	74292869	74295853	74295979
1508	"ENSG00000151498.11"	"ACAD8"	chr11	+	134257087	134257257	134258514	134258624	134256547	134256648	134259007	134259084
1509	"ENSG00000074054.18"	"CLASP1"	chr2	-	121444938	121444962	121445448	121445496	121430072	121430177	121447336	121447507
1510	"ENSG00000078053.16"	"AMPH"	chr7	-	38417824	38417950	38420911	38421016	38394004	38394214	38422420	38422477
1511	"ENSG00000183624.13"	"HMCES"	chr3	+	129288853	129288997	129290678	129290804	129279709	129279915	129298353	129298535
1512	"ENSG00000110076.18"	"NRXN2"	chr11	-	64690404	64690476	64692846	64692876	64685645	64685947	64697774	64697792
1513	"ENSG00000007908.15"	"SELE"	chr1	-	169727738	169727927	169728057	169728246	169727348	169727525	169729185	169729374
1514	"ENSG00000099840.13"	"IZUMO4"	chr19	+	2097928	2097955	2098051	2098127	2097423	2097495	2098286	2098334
1515	"ENSG00000204655.11"	"MOG"	chr6	+	29659318	29659666	29666151	29666265	29657209	29657297	29667642	29667663
1516	"ENSG00000204655.11"	"MOG"	chr6	+	29670173	29670221	29670280	29670397	29667903	29667924	29670700	29670721
1517	"ENSG00000077522.12"	"ACTN2"	chr1	+	236734432	236734518	236735634	236735720	236731232	236731314	236737121	236737214
1518	"ENSG00000042980.12"	"ADAM28"	chr8	+	24321217	24321289	24321314	24321448	24320235	24320307	24323833	24324003
1519	"ENSG00000153253.16"	"SCN3A"	chr2	-	165163617	165163709	165163801	165163893	165162555	165162828	165164391	165164520
1520	"ENSG00000198794.11"	"SCAMP5"	chr15	+	74997233	74997316	75009890	75009940	74995597	74995673	75011791	75011846
1521	"ENSG00000232295.7"	"RP11-154D6.1"	chr6	-	71313053	71313146	71313844	71314164	71310549	71310642	71314706	71314785
1522	"ENSG00000232295.7"	"RP11-154D6.1"	chr6	-	71313844	71314164	71314706	71314785	71313053	71313146	71327977	71328063
1523	"ENSG00000182901.16"	"RGS7"	chr1	-	240800640	240800721	240801454	240801508	240775514	240776213	240802903	240802993
1524	"ENSG00000130294.15"	"KIF1A"	chr2	-	240728388	240728412	240734718	240734745	240726825	240726940	240737062	240737168
1525	"ENSG00000174483.19"	"BBS1"	chr11	+	66511204	66511239	66514405	66514678	66511012	66511089	66515539	66515586
1526	"ENSG00000174483.19"	"BBS1"	chr11	+	66514405	66514678	66515539	66515586	66511204	66511239	66515692	66515731
1527	"ENSG00000082269.16"	"FAM135A"	chr6	+	70426438	70426532	70426569	70426709	70415290	70415376	70428303	70428419
1528	"ENSG00000185379.20"	"RAD51D"	chr17	-	35106987	35107122	35107365	35107447	35106385	35106481	35116858	35117037
1529	"ENSG00000185379.20"	"RAD51D"	chr17	-	35107365	35107447	35116858	35117037	35106440	35106481	35118500	35118619
1530	"ENSG00000185379.20"	"RAD51D"	chr17	-	35107365	35107447	35116858	35117037	35106987	35107122	35118500	35118619
1531	"ENSG00000185379.20"	"RAD51D"	chr17	-	35107365	35107447	35118500	35118619	35106987	35107122	35119110	35119172
1532	"ENSG00000185379.20"	"RAD51D"	chr17	-	35116858	35117037	35118500	35118619	35107365	35107447	35119110	35119172
1533	"ENSG00000111271.14"	"ACAD10"	chr12	+	111747587	111747725	111748316	111748475	111747294	111747385	111749010	111749203
1534	"ENSG00000172731.13"	"LRRC20"	chr10	-	70323862	70324030	70340552	70340702	70298975	70301508	70376451	70376596
1535	"ENSG00000101958.13"	"GLRA2"	chrX	+	14574332	14574400	14574491	14574559	14532238	14532372	14581182	14581406
1536	"ENSG00000101958.13"	"GLRA2"	chrX	+	14574372	14574400	14574491	14574559	14532238	14532372	14581182	14581406
1537	"ENSG00000142192.20"	"APP"	chr21	-	25997359	25997416	26000014	26000182	25982343	25982477	26021839	26022042
1538	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170340166	170340417	170341329	170341429	170337848	170337913	170343458	170343656
1539	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170340166	170340417	170341385	170341429	170337848	170337913	170343458	170343656
1540	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170343816	170343840	170344171	170344298	170343458	170343656	170344798	170344928
1541	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170343816	170343840	170344340	170344381	170343458	170343656	170344798	170344928
1542	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170344171	170344298	170344340	170344381	170343458	170343656	170344798	170344928
1543	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170344171	170344301	170344340	170344438	170343458	170343656	170344798	170344933
1544	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170344340	170344438	170344798	170344933	170343458	170343656	170350461	170350644
1545	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170346177	170346405	170347951	170348125	170344798	170344933	170350461	170350644
1546	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170346177	170346405	170349837	170349851	170344798	170344933	170350461	170350644
1547	"ENSG00000231898.8"	"AC012594.1"	chr2	-	170347951	170348125	170349837	170349851	170344798	170344933	170350461	170350644
1548	"ENSG00000152256.13"	"PDK1"	chr2	+	172562219	172562291	172564502	172564687	172558707	172558849	172564977	172565073
1549	"ENSG00000152256.13"	"PDK1"	chr2	+	172562740	172562800	172564051	172564130	172562219	172562291	172564502	172564687
1550	"ENSG00000115966.16"	"ATF2"	chr2	-	175136411	175136486	175147945	175147980	175130137	175130207	175151059	175151158
1551	"ENSG00000073803.13"	"MAP3K13"	chr3	+	185329073	185329249	185428496	185428946	185328894	185328962	185437446	185437630
1552	"ENSG00000163913.11"	"IFT122"	chr3	+	129451913	129451972	129458598	129458677	129449870	129449937	129461227	129461304
1553	"ENSG00000163913.11"	"IFT122"	chr3	+	129451913	129451998	129458598	129458677	129449870	129449937	129461227	129461304
1554	"ENSG00000163913.11"	"IFT122"	chr3	+	129456113	129456264	129457921	129458015	129451913	129451998	129458598	129458677
1555	"ENSG00000163913.11"	"IFT122"	chr3	+	129492140	129492194	129495445	129495607	129488256	129488397	129499901	129500068
1556	"ENSG00000237524.9"	"AC114783.1"	chr2	+	126899798	126899853	126899935	126900019	126899522	126899612	126901209	126901278
1557	"ENSG00000237524.9"	"AC114783.1"	chr2	+	126899835	126899853	126899935	126900019	126899522	126899612	126901209	126901278
1558	"ENSG00000236581.8"	"RP11-363P13.1"	chr13	+	33279896	33280076	33280789	33280920	33279460	33279656	33281028	33281322
1559	"ENSG00000188452.13"	"CERKL"	chr2	-	181558565	181558708	181573752	181573884	181549633	181549708	181603836	181604079
1560	"ENSG00000109133.12"	"TMEM33"	chr4	+	41939195	41939383	41939720	41939828	41938601	41938696	41943746	41943814
1561	"ENSG00000003436.15"	"TFPI"	chr2	-	187513615	187513646	187529363	187529485	187503647	187503770	187554199	187554492
1562	"ENSG00000164609.9"	"SLU7"	chr5	-	160417111	160417241	160418595	160418685	160415124	160415310	160419022	160419081
1563	"ENSG00000117682.16"	"DHDDS"	chr1	+	26446315	26446432	26447558	26447660	26442730	26442873	26457790	26457905
1564	"ENSG00000151689.12"	"INPP1"	chr2	+	190348887	190349031	190359645	190359698	190343929	190343961	190360038	190360306
1565	"ENSG00000102445.18"	"KIAA0226L"	chr13	-	46371940	46372597	46377889	46378005	46368732	46368815	46387676	46387879
1566	"ENSG00000125885.13"	"MCM8"	chr20	+	5972006	5972037	5972575	5972726	5967829	5968025	5973055	5973196
1567	"ENSG00000174501.14"	"ANKRD36C"	chr2	-	95918013	95918042	95919891	95919920	95917854	95917927	95921606	95921679
1568	"ENSG00000130733.10"	"YIPF2"	chr19	-	10927629	10927769	10927798	10927959	10925685	10925773	10928379	10928440
1569	"ENSG00000003400.14"	"CASP10"	chr2	+	201203729	201203766	201208074	201208183	201195841	201195948	201209069	201209562
1570	"ENSG00000064012.21"	"CASP8"	chr2	+	201272897	201272942	201274888	201274953	201272637	201272776	201276826	201276968
1571	"ENSG00000155749.12"	"ALS2CR12"	chr2	-	201330735	201330833	201342369	201342431	201330469	201330522	201344169	201344263
1572	"ENSG00000133962.7"	"CATSPERB"	chr14	-	91736693	91736849	91778974	91779070	91729400	91729479	91780575	91780688
1573	"ENSG00000101773.18"	"RBBP8"	chr18	+	23006362	23006432	23016827	23016924	23001585	23001729	23022128	23022270
1574	"ENSG00000226312.7"	"ALS2CR10"	chr2	-	201144135	201144302	201145639	201145690	201140283	201140445	201148733	201148871
1575	"ENSG00000227195.10"	"RP3-410C9.1"	chr20	-	26191670	26191763	26191792	26191900	26187709	26187837	26192132	26192232
1576	"ENSG00000227195.10"	"RP3-410C9.1"	chr20	-	26194297	26194444	26199448	26199523	26192132	26192232	26200195	26200316
1577	"ENSG00000107614.21"	"TRDMT1"	chr10	-	17161482	17161548	17162165	17162237	17160304	17160374	17174550	17174660
1578	"ENSG00000107614.21"	"TRDMT1"	chr10	-	17161482	17161548	17168840	17168917	17160304	17160374	17174550	17174660
1579	"ENSG00000107614.21"	"TRDMT1"	chr10	-	17162165	17162237	17168840	17168917	17160304	17160374	17174550	17174660
1580	"ENSG00000197713.14"	"RPE"	chr2	+	210003437	210003468	210009656	210009736	210002642	210002783	210015972	210016112
1581	"ENSG00000189068.10"	"VSTM1"	chr19	-	54042168	54042196	54042226	54042369	54041915	54041953	54051409	54051448
1582	"ENSG00000039560.13"	"RAI14"	chr5	+	34688067	34688248	34716054	34716221	34686871	34686955	34757467	34757598
1583	"ENSG00000102893.15"	"PHKB"	chr16	+	47664884	47664975	47665941	47666032	47663676	47663734	47669214	47669417
1584	"ENSG00000128609.14"	"NDUFA5"	chr7	-	123550469	123550586	123557403	123557448	123545610	123545676	123557774	123557904
1585	"ENSG00000109911.18"	"ELP4"	chr11	+	31541430	31541476	31573586	31573624	31539661	31539783	31594769	31594901
1586	"ENSG00000109911.18"	"ELP4"	chr11	+	31541430	31541476	31580682	31580800	31539661	31539783	31594769	31594901
1587	"ENSG00000109911.18"	"ELP4"	chr11	+	31573586	31573624	31580682	31580800	31539661	31539783	31594769	31594901
1588	"ENSG00000163618.17"	"CADPS"	chr3	-	62493644	62493665	62498145	62498154	62492289	62492446	62499161	62499268
1589	"ENSG00000163618.17"	"CADPS"	chr3	-	62512750	62512768	62513637	62513706	62499161	62499268	62516058	62516182
1590	"ENSG00000160058.18"	"BSDC1"	chr1	-	32381213	32381268	32386778	32386895	32378723	32378839	32394079	32394140
1591	"ENSG00000160058.18"	"BSDC1"	chr1	-	32383829	32383939	32386778	32386895	32381213	32381268	32394079	32394140
1592	"ENSG00000160058.18"	"BSDC1"	chr1	-	32383829	32383997	32386778	32386895	32381213	32381268	32394079	32394140
1593	"ENSG00000163702.18"	"IL17RC"	chr3	+	9930027	9930149	9930399	9930459	9929851	9929897	9930894	9930943
1594	"ENSG00000188517.15"	"COL25A1"	chr4	-	108819251	108819329	108819811	108819898	108817396	108817435	108824173	108824227
1595	"ENSG00000188517.15"	"COL25A1"	chr4	-	108941365	108941437	108942208	108942268	108940538	108940646	108974366	108974393
1596	"ENSG00000284770.1"	"TBCE"	chr1	+	235401502	235401587	235413875	235413997	235380018	235380149	235414432	235414618
1597	"ENSG00000284770.1"	"TBCE"	chr1	+	235401502	235401587	235414432	235414469	235380018	235380149	235419472	235419561
1598	"ENSG00000284770.1"	"TBCE"	chr1	+	235401502	235401587	235414432	235414618	235380018	235380149	235419472	235419561
1599	"ENSG00000284770.1"	"TBCE"	chr1	+	235414432	235414618	235427139	235427239	235380018	235380149	235430704	235430804
1600	"ENSG00000284770.1"	"TBCE"	chr1	+	235414432	235414618	235419472	235419561	235401502	235401587	235427139	235427239
1601	"ENSG00000185046.18"	"ANKS1B"	chr12	-	98781489	98781498	98782125	98782137	98781116	98781203	98798933	98799005
1602	"ENSG00000185046.18"	"ANKS1B"	chr12	-	98807843	98807915	98829173	98829353	98800996	98801125	98832028	98832136
1603	"ENSG00000185046.18"	"ANKS1B"	chr12	-	98807843	98807918	98829173	98829353	98800996	98801125	98832028	98832136
1604	"ENSG00000185046.18"	"ANKS1B"	chr12	-	98807843	98807918	98832028	98832136	98800996	98801125	99053156	99053309
1605	"ENSG00000003989.17"	"SLC7A2"	chr8	+	17554559	17554699	17554945	17555082	17551763	17551986	17558294	17558397
1606	"ENSG00000164081.12"	"TEX264"	chr3	+	51672209	51672301	51672340	51672392	51671174	51671288	51674270	51674562
1607	"ENSG00000164081.12"	"TEX264"	chr3	+	51674270	51674562	51684412	51684634	51671174	51671288	51699405	51699574
1608	"ENSG00000144504.15"	"ANKMY1"	chr2	-	240507559	240507691	240511860	240512001	240500451	240500565	240512801	240512942
1609	"ENSG00000144504.15"	"ANKMY1"	chr2	-	240509347	240509455	240511860	240512001	240507559	240507691	240512801	240512942
1610	"ENSG00000166411.13"	"IDH3A"	chr15	+	78150803	78150960	78154434	78154819	78149376	78149430	78155212	78155275
1611	"ENSG00000166411.13"	"IDH3A"	chr15	+	78157547	78157631	78160091	78160206	78155212	78155275	78161580	78161768
1612	"ENSG00000185728.16"	"YTHDF3"	chr8	+	63172652	63172798	63173650	63173681	63169386	63169411	63175330	63175416
1613	"ENSG00000085552.16"	"IGSF9"	chr1	-	159931137	159931261	159931452	159931603	159930691	159930867	159931811	159931928
1614	"ENSG00000198954.7"	"KIF1BP"	chr10	+	69006841	69006929	69007626	69007751	69005731	69005915	69008840	69008925
1615	"ENSG00000113924.11"	"HGD"	chr3	-	120644318	120644443	120644597	120644619	120641588	120641693	120646266	120646366
1616	"ENSG00000131373.14"	"HACL1"	chr3	-	15586524	15586602	15589539	15589612	15585247	15585342	15591599	15591680
